image_id,fname,sample_1,sample_2,sample_3,sample_4,sample_5
335427,000000335427.jpg,a white bowl filled with broccoli sitting on top of a table,a bowl filled with broccoli in yellow sauce,bowl of broccoli soup on top of a table,a bowl of soup with broccoli and sauce,broccoli and a bowl with a fork sitting on a table
335450,000000335450.jpg,two horses are standing by a fence in a pasture,a couple of brown horses standing next to each other in a green field,a horse and foal stand in the grass by a fence,two horses standing near each other behind a fence,two horses standing in tall grass behind a wire fence
335529,000000335529.jpg,a wooden bench overlooking a large harbor and some boats,a bench overlooks boats on the water,a bench that is overlooking a body of water,a bench near water overlooking the bay with boats in it,a wooden bench sitting near a harbor with many boats on it
335658,000000335658.jpg,an apple mouse sits next to a computer keyboard,the computer keyboard sits near the mouse on a desk,the computer mouse is attached to the computer keyboard,a computer keyboard with a mouse on it,there is a computer keyboard and mouse on a desk
335800,000000335800.jpg,the canadian flag is being flown next to a street sign,a street sign in front of some buildings,a street sign is hanging from the side of a pole,a street sign with flags in front of a tall building,a pole that has two street signs on it
335954,000000335954.jpg,there are two cups on top of a table full of food,two containers with fruits and grains in them on a marble table,two cups filled with food on top of a counter,two clear cups filled with fresh fruits and vegetables,fruit and a salad in plastic cups on a table
336053,000000336053.jpg,two young children are sitting at the table eating,two children are sitting at a wooden table eating food,two young children sit at a table eating with plates and glasses,a group of children eating out of white plates,two kids sit around a table eating their meal
336209,000000336209.jpg,a young man is jumping up a ramp on his skate board,a person is riding on a skate board at the top of a ramp,the man is skateboarding down the wooden ramp,a skateboarder doing tricks on a ramp,a young man in black shorts riding a skateboard
336232,000000336232.jpg,a man on a motorcycle in the middle of traffic,a man riding a motorcycle on the street,a person on a motorcycle with a taxi cab behind them on the street,the city with many cars and buses all around,"the city street is busy with many cars, trucks, and vehicles"
336265,000000336265.jpg,an adult is playing with a child in the middle of a field,a man in a large field catching a blue frisbee,a person standing in a field with a blue frisbee,a person that is throwing a frisbee in the grass,some people playing frisbee in a field and some hills
336309,000000336309.jpg,plane with its landing gear down ascending into the air,an airplane in the air flying under a cloudy sky,an airplane is flying through the cloudy sky,an airplane in the sky in a very cloudy day,a commercial airplane flying in the sky with fluffy white clouds
336356,000000336356.jpg,two people sit at an outdoor restaurant with pizzas in front,two women sit at an outdoor table with pizza and water bottles,two pizzas on plates sitting next to each other,a woman sitting at a table in front of two pizzas,two pizzas on a table with two people sitting at the tables
336587,000000336587.jpg,a stop sign that is on a wooden pole,stop sign and damaged tree on the street corner,a telephone pole with a stop sign on it,a stop sign that is bent on a tree,the stop sign is on top of a telephone pole in front of two houses
336628,000000336628.jpg,a man dressed up like ronald the clown rides a trolley,an old man dressed in clown garb standing at the entrance to a trolley car,clown riding the trolley with many people in it,a clown rides on the trolley at a parade,clowns are riding the trolley and pulling their dog
336658,000000336658.jpg,a street filled with people and lots of traffic,people waiting on busses to board buses at night,the view of a public plaza and building from across the street,a large building is lit up with street lights and people,a picture taken outside at night time of a building
337055,000000337055.jpg,a woman sitting on the ground with a suitcase,a woman sitting on the rails holding a suitcase,the girl sits on railroad tracks with a blue suitcase,a lady sitting on the tracks with her arm tattoo on,a woman sitting on the ground with her legs crossed holding a piece of luggage
